prolificid,timestart,duration,flag,badsig,recaptcha,age,shouldconcern,progressivity,progressivity_timing,viewchange,viewchange_oth,viewbetter,viewbetter_oth,viewworse,viewworse_oth,proposal,proposal_group,taxdemotivates,gapmotivates,fundedu,protecttrade,cuttaxes,univhealth,wealthtax,zerosumrich,zerosumceo,zerosumwomen,zerosumdei,moveup20,moveup50,moveupnow,workhaspaid,workwillpay,eduwillpay,compmoth,compfath,compfam,compper,nohh,hhin10,pinc,pinc10est,pinc10cert,pinc10high,pinc10low,hhinc,hhinc10exp,hhinc10cert,hhinc10high,hhinc10low,hhincneed,child30s,hhincneed30s,child40s,hhincneed40s,stranger100,friend100,oneyr1100,oneyr1500,oneyr2000,fiveyr1100,fiveyr1500,fiveyr2000,currentdesires,ranksalary,rankflex,rankgrowth,rankmeaning,rankenviron,satisfiedbasics,startbiz,stableincome,worriedjob,similarjob,safetynet,riskai,riskclimate,riskhealth,riskhome,gender,marital,marital_oth,children,childrenplan,race,race_oth,usborn,usbornparents,state,zip,density,homestate,hometown,homedensity,student,edu,eduplan,edumoth,edufath,employment,ideolecon,ideolsocial,vote2024,vote2020,surveybias,feedback
67001c01bcb0cabf8a7f01e7,7/24/25 13:39,1391,,,1,29,The government should not concern itself with this.,No change,late,No change,,,,,,Reject slightly,poor,Unsure,Disagree somewhat,Agree somewhat,Agree strongly,Agree somewhat,Disagree strongly,Disagree strongly,Disagree somewhat,Unsure,Disagree strongly,Agree strongly,Almost no chance (0-20%),Even chance (40-60%),Somewhat harder now,It has paid off somewhat,It will pay off somewhat,It will not pay off much,Far below average,Average,Average,Below average,Yes,"Yes, more than one person",50000,70000,Very certain,120000,60000,,120000,Somewhat certain,200000,90000,50000,Will have children,80000,Will have children,80000,$0-$10,$0-$10,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Indifferent,2,4,3,1,5,Disagree somewhat,Definitely / I have already started a business,Somewhat stable,Not very worried,Unlikely (10-40%),3–6 months,The risk is low,No risk,No risk,The risk is substantial,Male,Single,,0,3,"Hispanic or Latino,White or European American",,Yes,Yes,Florida,32901,Suburban,Florida,Indialantic,Suburban,Not a student,Some college,4-year college degree,2-year college degree,4-year college degree,Self-employed or small business owner,Conservative,Conservative,Donald Trump,Donald Trump,Unbiased,
5e49da75ea0f3c4553a9e3b2,7/24/25 13:39,2411,,,.89999998,27,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,No change,,,,,,Support moderately,middle,Disagree strongly,Disagree strongly,Agree strongly,Indifferent,Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Unlikely (20-40%),Unlikely (20-40%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Average,Unsure / Not applicable,Average,Average,"No, someone else also earns income","Yes, more than one person",5000,5000,Not very certain,10000,1000,58000,58000,Not very certain,60000,55000,50000,Will not have children,55000,Will not have children,55000,$0-$10,$0-$10,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Indifferent,3,2,4,5,1,Agree somewhat,Definitely not,Very unstable,Very worried,Almost no chance (0-10%),1–3 months,The risk is substantial,The risk is substantial,The risk is high,The risk is high,Female,Single,,0,Unsure,"Black or African American,Hispanic or Latino,White or European American",,Yes,Yes,Georgia,30013,Suburban,New York,New York City,Urban,Not a student,Some college,Some college,2-year college degree,High school degree / GED,Unemployed and looking for work,Liberal,Liberal,I did not vote,Joe Biden,Unbiased,
5bef41fa54277d000114d6ad,7/24/25 13:39,1094,,,.89999998,29,The government should concern itself with this.,Somewhat more progressive,late,No change,,,,,,Support moderately,middle,Disagree somewhat,Neutral,Agree strongly,Disagree somewhat,Disagree strongly,Agree strongly,Indifferent,Neutral,Agree strongly,Disagree somewhat,Neutral,Unlikely (20-40%),Likely (60-80%),Somewhat harder now,It has paid off somewhat,It will pay off a lot,It will pay off somewhat,Below average,Far below average,Above average,Above average,"No, someone else also earns income","Yes, more than one person",100000,200000,Very certain,250000,150000,175000,325000,Very certain,400000,275000,150000,Will not have children,200000,Will not have children,250000,$41-$50,$41-$50,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Indifferent,1,4,3,2,5,Disagree somewhat,Definitely / I have already started a business,Very stable,Not very worried,Likely (60-90%),1–3 months,The risk is low,The risk is low,The risk is low,I have already owned or currently own a home,Male,Married,,0,0,White or European American,,Yes,Yes,Colorado,80525,Urban,Wisconsin,Wausau,Suburban,Not a student,4-year college degree,4-year college degree,High school degree / GED,Some high school,Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,
6113ffbf45e79bc2769db74c,7/24/25 13:40,925,,,1,25,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,No change,,,,,,Support moderately,middle,Disagree strongly,Neutral,Agree strongly,Indifferent,Agree somewhat,Agree strongly,Agree somewhat,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Unlikely (20-40%),Even chance (40-60%),Much harder now,It has not paid off much,Unsure,It will not pay off much,Below average,Below average,Average,Unsure,"No, someone else also earns income","Yes, more than one person",55000,100000,Not very certain,85000,60000,95000,200000,Not very certain,180000,155000,120000,Will have children,200000,Will have children,250000,$21-$30,$41-$50,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree strongly,1,3,4,5,2,Agree strongly,Definitely / I have already started a business,Somewhat stable,Very worried,Unlikely (10-40%),Less than 1 month,The risk is high,The risk is substantial,I already live without health insurance,The risk is substantial,Female,Single,,0,2,Black or African American,,Yes,Yes,Texas,75052,Urban,Texas,dallas,Urban,2-year college,2-year college degree,"Master's degree (e.g., MA, MS, MBA)",4-year college degree,4-year college degree,Full-time employee,Liberal,Liberal,Kamala Harris,I did not vote,Unbiased,"no feedback, thank you :)"
5f77de0539236537607ecd00,7/24/25 13:40,1232,,,1,27,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,I now support redistribution much less than in the past,,,,"I think the policy is worse for the economy now,I think the policy is less fair now",,Support strongly,both,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly,Disagree somewhat,Agree somewhat,Agree strongly,Agree somewhat,Agree strongly,Disagree strongly,Disagree strongly,Unlikely (20-40%),Almost no chance (0-20%),Much harder now,It has paid off somewhat,It will pay off a lot,It will pay off a lot,Average,Average,Average,Average,"No, someone else also earns income","Yes, more than one person",35000,35000,Somewhat certain,60000,60000,195000,195000,Somewhat certain,225000,225000,100000,Will not have children,100000,Will not have children,120000,$21-$30,$31-$40,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,2,4,5,3,Agree somewhat,Probably not,Somewhat stable,Not very worried,Likely (60-90%),Less than 1 month,The risk is low,The risk is substantial,The risk is substantial,The risk is high,Female,Single,,0,Unsure,Hispanic or Latino,,Yes,No,California,90723,Suburban,California,Inglewood,Urban,Not a student,4-year college degree,4-year college degree,Eighth grade or less,Eighth grade or less,Part-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,
60ee4bb7de4352af0286e091,7/24/25 13:40,458,,,.89999998,29,The government should concern itself with this.,Somewhat more progressive,late,I now support redistribution much more than in the past,,"I think the policy is better for the economy now,I think the policy is more fair now",,,,Support moderately,both,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree somewhat,Unlikely (20-40%),Unlikely (20-40%),Somewhat harder now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Below average,Below average,Below average,Average,Yes,"No, just myself",54000,90000,Somewhat certain,75000,65000,,,,,,70000,Will have children,120000,Will have children,120000,$41-$50,$41-$50,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,3,5,2,4,Agree somewhat,Probably not,Somewhat stable,Not very worried,Likely (60-90%),Less than 1 month,The risk is low,The risk is low,The risk is low,The risk is substantial,Female,Single,,0,2,White or European American,,Yes,Yes,Pennsylvania,19123,Urban,Pennsylvania,Hazleton,Urban,Not a student,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",High school degree / GED,Some high school,Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Left-wing biased,
67947aa8456c9c07722b10cf,7/24/25 13:40,1329,,,1,19,The government should concern itself with this.,No change,late,I now support redistribution slightly more than in the past,,Taxes affect me less now,,,,Support slightly,both,Agree somewhat,Neutral,Indifferent,Agree somewhat,Indifferent,Indifferent,Indifferent,Neutral,Agree somewhat,Disagree somewhat,Neutral,Even chance (40-60%),Even chance (40-60%),Much easier now,Unsure,It will pay off somewhat,It will pay off somewhat,Below average,Below average,Below average,Below average,"No, someone else also earns income","Yes, more than one person",20000,100000,Somewhat certain,90000,70000,65000,140000,Somewhat certain,160000,110000,80000,Will have children,120000,Will have children,170000,$0-$10,$0-$10,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Indifferent,1,3,2,5,4,Neutral,Probably not,Neutral,Not worried at all,Even chance (40-60%),1–3 months,The risk is low,No risk,The risk is low,No risk,Male,Single,,0,2,Hispanic or Latino,,Yes,No,Georgia,30519,Suburban,Georgia,Buford,Suburban,4-year college,Some college,4-year college degree,High school degree / GED,High school degree / GED,Student,Conservative,Conservative,Donald Trump,I did not vote,Right-wing biased,
67d9b887153011f49e8a5f3f,7/24/25 13:40,1410,,,.60000002,28,The government should concern itself with this.,Somewhat more progressive,late,No change,,,,,,Support moderately,middle,Disagree somewhat,Disagree somewhat,Agree strongly,Indifferent,Disagree strongly,Agree strongly,Agree somewhat,Neutral,Agree somewhat,Disagree strongly,Neutral,Even chance (40-60%),Unlikely (20-40%),Somewhat harder now,It has paid off a lot,It will pay off a lot,It will pay off a lot,Average,Average,Average,Above average,"No, someone else also earns income","Yes, more than one person",100000,250000,Somewhat certain,350000,350000,150000,500000,Somewhat certain,500000,500000,150000,Will have children,150000,Will have children,200000,$41-$50,$91-$100,"$1,000 today","$1,500 in 1 year","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,5,3,2,4,Agree somewhat,Maybe,Very stable,Very worried,Almost certain (90-100%),1–3 months,The risk is substantial,The risk is high,The risk is substantial,No risk,Male,Married,,2,4,White or European American,,Yes,Yes,New York,20146,Urban,California,New York,Urban,"Master's program (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)",Eighth grade or less,"Master's degree (e.g., MA, MS, MBA)",Some college,Self-employed or small business owner,Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,
616a1d9b1890ceba9b6df682,7/24/25 13:41,897,,,.89999998,23,The government should concern itself with this.,Somewhat more progressive,late,No change,,,,,,Support moderately,middle,Disagree somewhat,Agree somewhat,Agree somewhat,Agree strongly,Indifferent,Agree strongly,Indifferent,Neutral,Neutral,Neutral,Disagree somewhat,Unlikely (20-40%),Even chance (40-60%),Much easier now,It has paid off somewhat,It will pay off somewhat,It will not pay off much,Average,Below average,Below average,Average,Yes,"No, just myself",40000,60000,Not very certain,80000,37500,,,,,,50000,Will not have children,50000,Will not have children,55000,$11-$20,$31-$40,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Indifferent,1,3,2,5,4,Agree somewhat,Probably not,Neutral,Not very worried,Even chance (40-60%),1–3 months,The risk is low,The risk is substantial,The risk is low,The risk is substantial,Male,Single,,0,0,Hispanic or Latino,,Yes,Yes,Arizona,85128,Rural,Arizona,Tuscon,Suburban,Not a student,High school degree / GED,High school degree / GED,High school degree / GED,Some high school,Full-time employee,Conservative,Conservative,I did not vote,I did not vote,Unbiased,
5fa2b9a3c1d67f3a311db672,7/24/25 13:42,560,,,.89999998,28,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,No change,,,,,,Support strongly,poor,Disagree strongly,Disagree strongly,Agree strongly,Disagree somewhat,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Unlikely (20-40%),Almost no chance (0-20%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Average,Above average,Average,Below average,"No, someone else also earns income","Yes, more than one person",10000,18000,Somewhat certain,30000,20000,28000,40000,Somewhat certain,50000,35000,50000,Will have children,50000,Will have children,50000,$11-$20,$0-$10,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,2,3,5,4,Agree strongly,Maybe,Somewhat stable,Somewhat worried,Unlikely (10-40%),Less than 1 month,The risk is low,The risk is low,The risk is low,The risk is substantial,Female,Married,,1,1,White or European American,,Yes,Yes,Washington,98424,Suburban,Texas,Fort Worth,Suburban,Not a student,Some college,4-year college degree,Some college,High school degree / GED,Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,
5de8613ddf86d37c8a8ab294,7/24/25 13:42,297,,,1,24,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,No change,,,,,,Support strongly,both,Disagree somewhat,Disagree strongly,Agree somewhat,Indifferent,Disagree strongly,Agree somewhat,Agree strongly,Agree somewhat,Agree somewhat,Neutral,Disagree strongly,Almost no chance (0-20%),Almost no chance (0-20%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Average,Average,Far above average,Average,Yes,"No, just myself",72000,80000,Not very certain,80000,65000,,,,,,50000,Will have children,72000,Will have children,72000,$0-$10,$0-$10,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Disagree somewhat,1,4,3,5,2,Agree somewhat,Definitely / I have already started a business,Somewhat stable,Not very worried,Unlikely (10-40%),1–3 months,The risk is substantial,No risk,I already live without health insurance,The risk is high,Female,Single,,0,3,White or European American,,Yes,Yes,Georgia,30008,Suburban,Massachusetts,Beverly,Suburban,4-year college,Some college,4-year college degree,High school degree / GED,High school degree / GED,Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,
62dbcc6f4bb8a5fd4c24da09,7/24/25 13:42,454,,,.60000002,29,The government should concern itself with this.,Somewhat more progressive,late,I now support redistribution slightly less than in the past,,,,Taxes affect me more now,,Support slightly,middle,Agree somewhat,Agree somewhat,Agree strongly,Agree somewhat,Disagree somewhat,Agree strongly,Agree somewhat,Agree somewhat,Agree strongly,Disagree somewhat,Disagree somewhat,Unlikely (20-40%),Likely (60-80%),Much harder now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Far below average,Far below average,Below average,Average,Yes,"Yes, more than one person",110000,150000,Very certain,190000,100000,,250000,Somewhat certain,290000,150000,200000,Will not have children,300000,Will not have children,300000,$21-$30,$31-$40,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree strongly,3,2,1,4,5,Agree somewhat,Probably,Somewhat stable,Somewhat worried,Likely (60-90%),3–6 months,The risk is high,The risk is low,The risk is substantial,The risk is high,Male,Cohabitating,,0,0,White or European American,,Yes,Yes,Connecticut,06053,Suburban,Connecticut,Hartford,Urban,Not a student,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",High school degree / GED,High school degree / GED,Full-time employee,Moderate,Moderate,I did not vote,Joe Biden,Unbiased,
