timestart,timeend,responsetype,ipaddress,progress,duration,finished,timerecorded,responseid,lastname,firstname,email,externaldata,latitude,longitude,distribution,language,recaptcha,optin,signature_id,signature_file,signature_size,signature_path,prolificid_resp,age,shouldconcern,progressivity_early,viewchange,viewchange_oth,viewbetter,viewbetter_oth,viewworse,viewworse_oth,poorbenefit,bothbenefit,middlebenefit,taxdemotivates,gapmotivates,fundedu,protecttrade,cuttaxes,univhealth,wealthtax,zerosumrich,zerosumceo,zerosumwomen,zerosumdei,moveup20,moveup50,moveupnow,workhaspaid,workwillpay,eduwillpay,compmoth,compfath,compfam,compper,nohh,hhin10,pinc,pinc10est,pinc10cert,pinc10high,pinc10low,hhinc,hhinc10exp,hhinc10cert,hhinc10high,hhinc10low,hhincneed,child30s,hhincneed30s,child40s,hhincneed40s,stranger100,friend100,oneyr1100,oneyr1500,oneyr2000,fiveyr1100,fiveyr1500,fiveyr2000,currentdesires,ranksalary,rankflex,rankgrowth,rankmeaning,rankenviron,satisfiedbasics,startbiz,stableincome,worriedjob,similarjob,safetynet,riskai,riskclimate,riskhealth,riskhome,progressivity_late,gender,marital,marital_oth,children,childrenplan,race,race_oth,usborn,usbornparents,state,zip,density,homestate,hometown,homedensity,student,edu,eduplan,edumoth,edufath,employment,ideolecon,ideolsocial,vote2024,vote2020,surveybias,feedback,prolificid,progressivity_timing
7/26/25 7:49,7/26/25 7:59,IP Address,47.134.1.12,100,601,TRUE,7/26/25 7:59,R_6sWOCc2v77S6q8y,,,,,35.4502,-79.1362,anonymous,EN,1,1,F_2To8TqGrnTJ1fLH,signature.png,7183,image/png,,25,The government should not concern itself with this.,,I now support redistribution much less than in the past,,,,"I think the policy is worse for the economy now,I think the policy is less fair now",,Reject slightly,,,Neutral,Agree somewhat,Agree strongly,Disagree somewhat,Disagree somewhat,Unsure,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree strongly,Agree somewhat,Unlikely (20-40%),Even chance (40-60%),Unsure,It has paid off a lot,It will pay off a lot,It will pay off a lot,Far below average,Average,Average,Average,"No, someone else also earns income","Yes, more than one person",60000,85000,Not very certain,120000,65000,120000,190000,Not very certain,240000,140000,50000,Will have children,75000,Will have children,75000,$0-$10,$0-$10,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Disagree strongly,2,3,4,5,1,Agree strongly,Probably not,Very stable,Not very worried,Likely (60-90%),More than 6 months,The risk is low,No risk,The risk is low,The risk is low,Somewhat less progressive,Female,Married,,0,2,White or European American,,Yes,Yes,North Carolina,27330,Urban,North Dakota,minot,Urban,Not a student,4-year college degree,4-year college degree,"Master's degree (e.g., MA, MS, MBA)","Research doctorate (e.g., PhD, DSc)",Full-time employee,Moderate,Conservative,Donald Trump,I did not vote,Unbiased,,671e4b927fa293418ae656d8,late
7/26/25 7:48,7/26/25 8:00,IP Address,47.159.210.212,100,729,TRUE,7/26/25 8:00,R_5M6u5iwRtbDkba0,,,,,34.2347,-119.1894,anonymous,EN,1,1,F_3Gy5iwuqLGP4bWF,signature.png,6848,image/png,,29,The government should not concern itself with this.,,I now support redistribution slightly more than in the past,,I think the policy is more fair now,,,,,Support slightly,,Disagree somewhat,Neutral,Agree somewhat,Indifferent,Disagree somewhat,Agree somewhat,Indifferent,Neutral,Neutral,Disagree somewhat,Neutral,Unlikely (20-40%),Likely (60-80%),Much easier now,It has not paid off much,It will pay off somewhat,It will pay off somewhat,Far below average,Far below average,Below average,Average,"No, someone else also earns income","Yes, more than one person",55000,105000,Somewhat certain,120000,78000,110000,200000,Somewhat certain,230000,160000,140000,Will have children,150000,Will have children,165000,$0-$10,$0-$10,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Indifferent,1,3,2,5,4,Neutral,Maybe,Somewhat stable,Not very worried,Even chance (40-60%),3–6 months,The risk is low,The risk is low,The risk is low,The risk is low,Somewhat more progressive,Male,Single,,0,2,Hispanic or Latino,,Yes,No,California,93030,Suburban,California,Oxnard,Suburban,4-year college,2-year college degree,4-year college degree,High school degree / GED,High school degree / GED,Full-time employee,Moderate,Moderate,Donald Trump,Donald Trump,Unbiased,,662d7fba32d6a738b194d893,late
7/26/25 7:52,7/26/25 8:00,IP Address,108.169.150.249,100,511,TRUE,7/26/25 8:00,R_7fPiI0vKxjA0SOE,,,,,35.3664,-77.9221,anonymous,EN,1,1,F_3m1NC0cJYpQfxNt,signature.png,7864,image/png,,28,The government should not concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),No change,,,,,,Support slightly,,,Disagree strongly,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree strongly,Agree strongly,Agree somewhat,Agree somewhat,Agree somewhat,Disagree strongly,Neutral,Unlikely (20-40%),Even chance (40-60%),Much harder now,It has paid off somewhat,It will pay off somewhat,It will not pay off much,Average,Unsure / Not applicable,Average,Average,"No, someone else also earns income","Yes, more than one person",40000,50000,Somewhat certain,45000,30000,35000,40000,Somewhat certain,60000,45000,45000,Will have children,65000,Will have children,65000,$31-$40,$0-$10,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Agree strongly,4,3,5,2,1,Agree somewhat,Definitely not,Very stable,Not worried at all,Even chance (40-60%),1–3 months,The risk is low,No risk,No risk,The risk is low,,Female,Married,,0,3,White or European American,,Yes,Yes,North Carolina,27534,Urban,North Carolina,Sparta,Rural,Not a student,Some college,Some college,2-year college degree,2-year college degree,Full-time employee,Conservative,Liberal,I did not vote,Joe Biden,Unbiased,,61119d87915f1fc896a52108,early
7/26/25 7:49,7/26/25 8:00,IP Address,98.97.6.26,100,671,TRUE,7/26/25 8:00,R_19uGDI1zXARSegD,,,,,41.8835,-87.6305,anonymous,EN,1,1,F_27asLcJaq9GUttL,signature.png,7168,image/png,,20,The government should not concern itself with this.,No change,No change,,,,,,,,Indifferent,Disagree somewhat,Neutral,Agree strongly,Indifferent,Indifferent,Agree somewhat,Indifferent,Disagree somewhat,Neutral,Disagree somewhat,Agree somewhat,Unlikely (20-40%),Even chance (40-60%),Somewhat harder now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Far below average,Below average,Average,Average,"No, someone else also earns income","Yes, more than one person",5000,45000,Not very certain,55000,40000,120000,130000,Somewhat certain,140000,110000,95000,Will not have children,40000,Will not have children,45000,$41-$50,$41-$50,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,4,3,5,1,2,Agree somewhat,Probably,Very stable,Not worried at all,Likely (60-90%),1–3 months,No risk,No risk,The risk is low,The risk is low,,Male,Single,,0,Unsure,"Asian or Asian American,White or European American",,Yes,No,Wisconsin,54982,Rural,Wisconsin,Berlin,Rural,High school,High school degree / GED,4-year college degree,Some college,Some college,Self-employed or small business owner,Conservative,Conservative,Donald Trump,I did not vote,Unbiased,,5bd612ce860b840001dc1a74,early
7/26/25 7:53,7/26/25 8:00,IP Address,73.165.197.4,100,422,TRUE,7/26/25 8:00,R_11qIHevk03gg5P3,,,,,39.9664,-75.1685,anonymous,EN,1,1,F_3dE8EMM5jkAWagJ,signature.png,14640,image/png,,27,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),I now support redistribution slightly more than in the past,,I think the policy is more fair now,,,,,Support moderately,,Disagree strongly,Disagree strongly,Agree strongly,Indifferent,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree somewhat,Almost no chance (0-20%),Unlikely (20-40%),Somewhat harder now,Unsure,Unsure,It will pay off somewhat,Below average,Below average,Above average,Average,Yes,"No, just myself",40000,120000,Not very certain,200000,60000,,,,,,70000,Will not have children,90000,Will not have children,90000,$11-$20,$0-$10,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,100 in 5 years","$1,500 in 5 years","$2,000 in 5 years",Indifferent,1,2,4,3,5,Agree somewhat,Probably not,Neutral,Very worried,Even chance (40-60%),1–3 months,The risk is low,The risk is substantial,The risk is substantial,The risk is high,,Female,Single,,0,0,Asian or Asian American,,Yes,No,Pennsylvania,19130,Urban,Maryland,Columbia,Suburban,"Professional doctoral program (e.g., JD, MD)",4-year college degree,"Professional doctorate (e.g., JD, MD)",4-year college degree,"Professional doctorate (e.g., JD, MD)",Student,Liberal,Liberal,Other,Other,Unbiased,,5c83394a3e93bf0001e143d6,early
7/26/25 7:50,7/26/25 8:01,IP Address,97.80.198.26,100,685,TRUE,7/26/25 8:01,R_3w6BRApdWD9Gvnz,,,,,34.5891,-86.9909,anonymous,EN,1,1,F_2tKmOoRDLlOdyFr,signature.png,11310,image/png,,28,The government should concern itself with this.,,I now support redistribution much more than in the past,,"I think the policy is more fair now,Other:",I grew up.,,,Support strongly,,,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Almost no chance (0-20%),Unlikely (20-40%),Somewhat harder now,It has not paid off much,It will pay off somewhat,It will not pay off much,Far above average,Below average,Above average,Far below average,"No, someone else also earns income","Yes, more than one person",5000,50000,Not very certain,100000,12000,150000,100000,Not very certain,250000,12000,24000,Will have children,100000,Will have children,100000,$0-$10,$0-$10,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree strongly,2,1,5,3,4,Agree somewhat,Maybe,Very unstable,Very worried,Likely (60-90%),Less than 1 month,The risk is substantial,The risk is high,The risk is high,The risk is high,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),Female,Single,,0,3,White or European American,,Yes,Yes,Alabama,35603,Suburban,Alabama,Decatur,Suburban,Not a student,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",Some college,4-year college degree,Self-employed or small business owner,Liberal,Liberal,Kamala Harris,Joe Biden,Right-wing biased,,5a08c9a7f2e3460001edb063,late
7/26/25 7:49,7/26/25 8:01,IP Address,76.116.198.251,100,712,TRUE,7/26/25 8:01,R_7dARcVFGakVVR1w,,,,,40.4327,-74.4197,anonymous,EN,0.8999999761581421,1,F_cLNXqIylQLJsKlP,signature.png,6528,image/png,,24,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),No change,,,,,,,,Support moderately,Disagree strongly,Disagree strongly,Agree strongly,Disagree somewhat,Disagree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Unlikely (20-40%),Even chance (40-60%),Much harder now,It has paid off somewhat,It will pay off a lot,It will pay off a lot,Average,Above average,Above average,Above average,"No, someone else also earns income","Yes, more than one person",120000,180000,Somewhat certain,150000,110000,180000,270000,Somewhat certain,220000,180000,180000,Will not have children,250000,Will not have children,300000,$21-$30,$0-$10,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Agree somewhat,2,1,3,5,4,Disagree strongly,Probably not,Very stable,Not worried at all,Even chance (40-60%),More than 6 months,The risk is substantial,The risk is low,The risk is low,The risk is low,,Male,Single,,0,0,Asian or Asian American,,Yes,Yes,New Jersey,08810,Suburban,New Jersey,Dayton ,Suburban,Not a student,4-year college degree,4-year college degree,2-year college degree,4-year college degree,Full-time employee,Liberal,Liberal,Kamala Harris,I did not vote,Unbiased,it was very appropriate. i enjoyed taking part.,66cdcfbb7cf063916d61746f,early
7/26/25 7:52,7/26/25 8:01,IP Address,73.237.179.246,100,536,TRUE,7/26/25 8:01,R_53r08Pmx1h0HH6F,,,,,33.8229,-84.3535,anonymous,EN,1,1,F_11bzknUZdqHK1e3,signature.png,8521,image/png,,22,The government should concern itself with this.,Somewhat more progressive,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,,Support moderately,,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Indifferent,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree strongly,Even chance (40-60%),Likely (60-80%),Somewhat harder now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Average,Average,Average,Below average,"No, someone else also earns income","Yes, more than one person",10000,120000,Somewhat certain,200000,80000,130000,200000,Somewhat certain,250000,100000,120000,Will not have children,120000,Will not have children,120000,$11-$20,$11-$20,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Disagree somewhat,3,5,1,4,2,Agree somewhat,Probably not,Somewhat stable,Somewhat worried,Even chance (40-60%),3–6 months,The risk is low,The risk is low,I already live without health insurance,The risk is low,,Male,Single,,0,Unsure,Asian or Asian American,,Yes,No,Georgia,30319,Urban,Connecticut,Hartford,Rural,4-year college,Some college,4-year college degree,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",Student,Conservative,Conservative,Donald Trump,I did not vote,Right-wing biased,,678d97abed191932719e540e,early
7/26/25 7:47,7/26/25 8:02,IP Address,24.229.198.235,100,873,TRUE,7/26/25 8:02,R_7FPx6vCbLSLqq8H,,,,,40.5266,-75.4994,anonymous,EN,1,1,F_3OdkwQ715xCz3vw,signature.png,7521,image/png,,19,The government should not concern itself with this.,,No change,,,,,,Reject moderately,,,Agree strongly,Agree strongly,Agree somewhat,Agree strongly,Agree somewhat,Indifferent,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Even chance (40-60%),Even chance (40-60%),Somewhat easier now,It has paid off somewhat,It will pay off a lot,It will pay off a lot,Far below average,Below average,Above average,Average,"No, someone else also earns income","Yes, more than one person",0,150000,Very certain,170000,100000,300000,200000,Somewhat certain,400000,200000,200000,Will have children,250000,Will have children,300000,$0-$10,$21-$30,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Disagree somewhat,3,2,1,5,4,Disagree somewhat,Maybe,Somewhat unstable,Not worried at all,Almost certain (90-100%),1–3 months,No risk,The risk is low,The risk is substantial,The risk is substantial,Somewhat less progressive,Male,Single,,0,2,White or European American,,Yes,Yes,Pennsylvania,18036,Suburban,Pennsylvania,Coopersburg,Suburban,4-year college,Some college,"Master's degree (e.g., MA, MS, MBA)",4-year college degree,4-year college degree,Student,Conservative,Conservative,Donald Trump,I did not vote,Right-wing biased,,668f5c308e23cd8a217c5dfe,late
7/26/25 7:49,7/26/25 8:03,IP Address,74.139.228.168,100,819,TRUE,7/26/25 8:03,R_3dYJRBVsPtCXMfp,,,,,38.269,-85.4934,anonymous,EN,1,1,F_sFFyENjKc3knD3j,signature.png,10176,image/png,,21,The government should concern itself with this.,,No change,,,,,,,,Support slightly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree somewhat,Unsure,Unsure,Disagree strongly,Unlikely (20-40%),Unlikely (20-40%),Much harder now,It has not paid off much,Unsure,It will not pay off much,Far below average,Average,Far below average,Below average,"No, someone else also earns income","Yes, more than one person",25000,55000,Not very certain,65000,35000,60000,65000,Somewhat certain,80000,60000,80000,Will not have children,65000,Will not have children,65000,$41-$50,$41-$50,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Indifferent,1,3,2,5,4,Agree somewhat,Maybe,Somewhat unstable,Somewhat worried,Unlikely (10-40%),Less than 1 month,The risk is low,No risk,The risk is high,The risk is high,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),Non-binary / third gender,Single,,0,0,White or European American,,Yes,Yes,Kentucky,40223,Suburban,Kentucky,Louisville,Suburban,Not a student,High school degree / GED,4-year college degree,Some college,4-year college degree,Self-employed or small business owner,Liberal,Liberal,Kamala Harris,I did not vote,Unbiased,,676435ad54dbe41c9889fdb7,late
7/26/25 7:55,7/26/25 8:04,IP Address,174.203.130.136,100,546,TRUE,7/26/25 8:04,R_6cAx3vZQ9IZ59Mg,,,,,40.3177,-79.7223,anonymous,EN,0.8999999761581421,1,F_8rdJ2HLsOedaSD7,signature.png,7206,image/png,,22,The government should not concern itself with this.,,No change,,,,,,,,Support slightly,Neutral,Agree somewhat,Agree strongly,Agree strongly,Indifferent,Indifferent,Indifferent,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree strongly,Even chance (40-60%),Even chance (40-60%),Somewhat harder now,It has paid off a lot,It will pay off a lot,It will pay off a lot,Below average,Above average,Average,Average,"No, someone else also earns income","Yes, more than one person",5000,150000,Very certain,130000,115000,150000,150000,Not very certain,140000,130000,60000,Will have children,150000,Will have children,150000,$31-$40,$31-$40,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Disagree somewhat,4,2,1,3,5,Agree somewhat,Probably not,Somewhat unstable,Not very worried,Even chance (40-60%),1–3 months,The risk is low,The risk is low,The risk is low,The risk is low,No change,Female,Single,,0,3,White or European American,,Yes,Yes,Ohio,45830,Rural,Ohio,Columbus Grove,Rural,"Master's program (e.g., MA, MS, MBA)",4-year college degree,"Master's degree (e.g., MA, MS, MBA)",2-year college degree,4-year college degree,Student,Conservative,Conservative,Donald Trump,I did not vote,Unbiased,,6785aee21fd7b7e0d5d90a0a,late
7/26/25 7:48,7/26/25 8:04,IP Address,69.143.12.247,100,938,TRUE,7/26/25 8:04,R_3iqXLdUPyFrkrpZ,,,,,39.494,-77.4608,anonymous,EN,1,1,F_10uXheLezZfgZVb,signature.png,6696,image/png,,27,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),I now support redistribution much more than in the past,,"Taxes affect me less now,I think the policy is better for the economy now,I think the policy is more fair now",,,,,Support strongly,,Disagree somewhat,Agree somewhat,Agree strongly,Agree somewhat,Disagree strongly,Agree strongly,Agree strongly,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Unlikely (20-40%),Even chance (40-60%),Somewhat easier now,It has not paid off much,It will pay off a lot,Unsure,Below average,Far below average,Below average,Far below average,"No, someone else also earns income","Yes, more than one person",20000,60000,Somewhat certain,60000,30000,50000,60000,Somewhat certain,60000,40000,60000,Will have children,80000,Will have children,80000,$41-$50,$41-$50,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Disagree somewhat,2,1,5,3,4,Agree somewhat,Definitely not,Somewhat unstable,Somewhat worried,Likely (60-90%),Less than 1 month,The risk is low,The risk is low,The risk is low,The risk is low,,Female,Cohabitating,,1,2,White or European American,,Yes,Yes,West Virginia,25404,Suburban,Rhode Island,Westerly,Suburban,Not a student,High school degree / GED,High school degree / GED,High school degree / GED,High school degree / GED,"Not in the labor force (for example: retired, or full-time parent)",Moderate,Moderate,I did not vote,I did not vote,Unbiased,,6550de88683355a74699844c,early
